"Date","Flow"
1982-10-27,0.6799
1982-10-28,0.6299
1982-10-29,0.407
1982-10-30,0.6399
1982-10-31,0.7518
1982-11-01,0.7623
1982-11-02,0.7732
1982-11-03,0.8399
1982-11-04,0.8631
1982-11-05,0.9355
1982-11-06,0.9738
1982-11-07,1.2263
1982-11-08,1.2543
1982-11-09,1.0539
1982-11-10,0.864
1982-11-11,0.7627
1982-11-12,0.69
1982-11-13,0.6298
1982-11-14,0.7138
1982-11-15,0.8399
1982-11-16,0.7732
1982-11-17,0.7732
1982-11-18,0.8399
1982-11-19,0.8631
1982-11-20,0.9355
1982-11-21,0.9355
1982-11-22,0.8631
1982-11-23,0.8512
1982-11-24,0.8512
1982-11-25,0.8512
1982-11-26,0.8512
1982-11-27,0.8631
1982-11-28,0.9355
1982-11-29,0.9355
1982-11-30,0.8246
1982-12-01,0.4471
1982-12-02,0.3707
1982-12-03,0.6299
1982-12-04,0.69
1982-12-05,0.7518
1982-12-06,0.8043
1982-12-07,0.445
1982-12-08,0.5894
1982-12-09,0.7063
1982-12-10,0.7623
1982-12-11,0.7732
1982-12-12,0.8399
1982-12-13,0.9692
1982-12-14,1.0323
1982-12-15,1.1339
1982-12-16,3.5512
1982-12-17,6.2629
1982-12-18,11.3541
1982-12-19,10.4284
1982-12-20,6.2635
1982-12-21,4.7058
1982-12-22,3.884
1982-12-23,3.4028
1982-12-24,2.8841
1982-12-25,3.8153
1982-12-26,19.1017
1982-12-27,23.8742
1982-12-28,22.0749
1982-12-29,49.0223
1982-12-30,40.4734
1982-12-31,27.5847
1983-01-01,21.498
1983-01-02,50.0758
1983-01-03,360.9749
1983-01-04,648.1554
1983-01-05,262.4649
1983-01-06,113.9827
1983-01-07,54.4131
1983-01-08,33.4165
1983-01-09,26.1357
1983-01-10,90.1425
1983-01-11,111.7307
1983-01-12,129.2064
1983-01-13,111.2254
1983-01-14,72.9117
1983-01-15,187.2787
1983-01-16,1029.0684
1983-01-17,726.4704
1983-01-18,532.7957
1983-01-19,296.0112
1983-01-20,263.1232
1983-01-21,254.1548
1983-01-22,281.4698
1983-01-23,272.7516
1983-01-24,248.4325
1983-01-25,198.0682
1983-01-26,130.5625
1983-01-27,80.1443
1983-01-28,47.28
1983-01-29,31.7972
1983-01-30,27.0423
1983-01-31,25.3914
1983-02-01,17.2041
1983-02-02,12.5843
1983-02-03,11.1953
1983-02-04,9.1755
1983-02-05,7.5866
1983-02-06,6.66
1983-02-07,5.2202
1983-02-08,3.559
1983-02-09,3.0962
1983-02-10,2.8565
1983-02-11,2.543
1983-02-12,2.4961
1983-02-13,2.4961
1983-02-14,2.4735
1983-02-15,2.2971
1983-02-16,1.989
1983-02-17,1.6751
1983-02-18,1.2931
1983-02-19,0.8019
1983-02-20,0.3978
1983-02-21,0.1638
1983-02-22,0.0647
1983-02-23,0.0385
1983-02-24,1.8107
1983-02-25,2.4993
1983-02-26,1.8769
1983-02-27,1.961
1983-02-28,1.7638
1983-03-01,0.3427
1983-03-02,0.0671
1983-03-03,0.025
1983-03-04,0.023
1983-03-05,0.0616
1983-03-06,0.9591
1983-03-07,1.0895
1983-03-08,1.6666
1983-03-09,1.4822
1983-03-10,1.3817
1983-03-11,8.0058
1983-03-12,27.5641
1983-03-13,390.2903
1983-03-14,426.4006
1983-03-15,265.6112
1983-03-16,203.1285
1983-03-17,187.7155
1983-03-18,141.4889
1983-03-19,118.4542
1983-03-20,102.6629
1983-03-21,79.6272
1983-03-22,64.6073
1983-03-23,54.6284
1983-03-24,49.7221
1983-03-25,47.4947
1983-03-26,39.7912
1983-03-27,31.1058
1983-03-28,25.1173
1983-03-29,21.0342
1983-03-30,17.979
1983-03-31,16.3272
1983-04-01,16.7077
1983-04-02,19.8875
1983-04-03,19.3272
1983-04-04,20.5833
1983-04-05,18.6833
1983-04-06,22.4066
1983-04-07,26.698
1983-04-08,36.1634
1983-04-09,52.5396
1983-04-10,35.0632
1983-04-11,26.6644
1983-04-12,22.8454
1983-04-13,41.3189
1983-04-14,39.5801
1983-04-15,29.8023
1983-04-16,22.5362
1983-04-17,18.8214
1983-04-18,15.6258
1983-04-19,10.8245
1983-04-20,8.3049
1983-04-21,6.9359
1983-04-22,6.0145
1983-04-23,5.1501
1983-04-24,4.6774
1983-04-25,5.1896
1983-04-26,7.9888
1983-04-27,11.6912
1983-04-28,44.6359
1983-04-29,849.6381
1983-04-30,1994.6291
1983-05-01,6789.9938
1983-05-02,10037.467
1983-05-03,8052.3033
1983-05-04,7123.5756
1983-05-05,6173.2324
1983-05-06,6266.136
1983-05-07,5368.8954
1983-05-08,4426.243
1983-05-09,3611.4676
1983-05-10,2883.4014
1983-05-11,2219.6825
1983-05-12,1631.5814
1983-05-13,1229.2493
1983-05-14,966.7943
1983-05-15,828.1554
1983-05-16,766.4933
1983-05-17,725.3074
1983-05-18,639.0385
1983-05-19,508.5104
1983-05-20,380.622
1983-05-21,362.6409
1983-05-22,1540.5097
1983-05-23,801.8683
1983-05-24,770.2396
1983-05-25,1096.3322
1983-05-26,1384.3634
1983-05-27,1670.7135
1983-05-28,1553.0845
1983-05-29,1261.9537
1983-05-30,967.8475
1983-05-31,728.5143
1983-06-01,530.9619
1983-06-02,419.8999
1983-06-03,386.8126
1983-06-04,404.9249
1983-06-05,432.0428
1983-06-06,425.7155
1983-06-07,364.9747
1983-06-08,294.6905
1983-06-09,228.4896
1983-06-10,178.9155
1983-06-11,145.206
1983-06-12,126.3143
1983-06-13,113.0591
1983-06-14,100.9419
1983-06-15,86.0066
1983-06-16,71.2739
1983-06-17,59.4625
1983-06-18,66.3173
1983-06-19,97.5109
1983-06-20,143.2462
1983-06-21,96.2504
1983-06-22,76.0194
1983-06-23,60.5575
1983-06-24,62.2402
1983-06-25,78.0596
1983-06-26,107.2193
1983-06-27,114.2498
1983-06-28,99.5337
1983-06-29,85.2977
1983-06-30,78.764
1983-07-01,80.8894
1983-07-02,84.1437
1983-07-03,86.1272
1983-07-04,87.6956
1983-07-05,85.8142
1983-07-06,75.7434
1983-07-07,61.9487
1983-07-08,49.8109
1983-07-09,41.1598
1983-07-10,34.7869
1983-07-11,30.6501
1983-07-12,27.8244
1983-07-13,25.9753
1983-07-14,24.3642
1983-07-15,23.2075
1983-07-16,21.1413
1983-07-17,19.6449
1983-07-18,18.8343
1983-07-19,18.2194
1983-07-20,17.9614
1983-07-21,16.3044
1983-07-22,15.0224
1983-07-23,14.7851
1983-07-24,14.2444
1983-07-25,13.6422
1983-07-26,13.1307
1983-07-27,12.9867
1983-07-28,12.5598
1983-07-29,12.4892
1983-07-30,12.4892
1983-07-31,12.4196
1983-08-01,12.0049
1983-08-02,11.9364
1983-08-03,11.9364
1983-08-04,11.7485
1983-08-05,10.3895
1983-08-06,8.718
1983-08-07,7.8159
1983-08-08,7.0807
1983-08-09,6.4034
1983-08-10,5.7077
1983-08-11,4.8118
1983-08-12,4.6811
1983-08-13,4.6197
1983-08-14,4.1999
1983-08-15,3.7375
1983-08-16,3.2688
1983-08-17,2.7156
1983-08-18,2.887
1983-08-19,2.9775
1983-08-20,3.2148
1983-08-21,2.936
1983-08-22,2.5917
1983-08-23,2.2817
1983-08-24,2.0336
1983-08-25,1.9998
1983-08-26,1.9998
1983-08-27,1.9756
1983-08-28,1.8332
1983-08-29,1.7874
1983-08-30,1.6554
1983-08-31,1.5933
1983-09-01,1.3421
1983-09-02,1.1856
1983-09-03,1.0742
1983-09-04,1.0588
1983-09-05,1.0588
1983-09-06,1.032
1983-09-07,0.8424
1983-09-08,0.5931
1983-09-09,1.1779
1983-09-10,1.6064
1983-09-11,1.6554
1983-09-12,1.7028
1983-09-13,1.0843
1983-09-14,0.7858
1983-09-15,0.6731
1983-09-16,0.4577
1983-09-17,0.3765
1983-09-18,0.5372
1983-09-19,0.608
1983-09-20,0.5513
1983-09-21,0.4553
1983-09-22,0.4284
1983-09-23,0.3637
1983-09-24,0.4776
1983-09-25,0.5908
1983-09-26,0.679
1983-09-27,1.1116
1983-09-28,1.0649
1983-09-29,1.0257
1983-09-30,0.9151
1983-10-01,0.8973
1983-10-02,0.8805
1983-10-03,0.769
1983-10-04,0.7487
1983-10-05,0.7487
1983-10-06,0.7359
1983-10-07,0.6255
1983-10-08,0.5908
1983-10-09,0.5022
1983-10-10,0.4752
1983-10-11,0.4017
1983-10-12,0.39
1983-10-13,0.3832
1983-10-14,0.3439
1983-10-15,0.3375
1983-10-16,0.3439
1983-10-17,0.3949
1983-10-18,0.4624
1983-10-19,0.3949
1983-10-20,0.3815
1983-10-21,0.6649
1983-10-22,0.6402
1983-10-23,0.7764
1983-10-24,0.73
1983-10-25,0.6232
1983-10-26,0.5767
1983-10-27,0.4145
1983-10-28,0.3709
1983-10-29,0.2604
1983-10-30,0.2167
1983-10-31,0.208
1983-11-01,0.1837
1983-11-02,0.1879
1983-11-03,0.2399
1983-11-04,0.8798
1983-11-05,1.8066
1983-11-06,1.6941
1983-11-07,1.6754
1983-11-08,1.6399
1983-11-09,1.3863
1983-11-10,1.0865
1983-11-11,0.991
1983-11-12,0.6467
1983-11-13,0.5022
1983-11-14,0.6521
1983-11-15,0.8308
1983-11-16,0.5084
1983-11-17,0.5532
1983-11-18,0.7487
1983-11-19,63.0144
1983-11-20,76.9902
1983-11-21,42.9675
1983-11-22,30.3433
1983-11-23,24.0395
1983-11-24,89.28
1983-11-25,268.09
1983-11-26,124.171
1983-11-27,71.8866
1983-11-28,44.5075
1983-11-29,50.0407
1983-11-30,88.7957
1983-12-01,133.916
1983-12-02,82.5163
1983-12-03,98.2941
1983-12-04,179.9165
1983-12-05,217.479
1983-12-06,167.9748
1983-12-07,130.8524
1983-12-08,101.7889
1983-12-09,90.1058
1983-12-10,93.8753
1983-12-11,78.6639
1983-12-12,74.1999
1983-12-13,75.1587
1983-12-14,83.8544
1983-12-15,73.1362
1983-12-16,55.5245
1983-12-17,47.8108
1983-12-18,47.0834
1983-12-19,52.1655
1983-12-20,54.6583
1983-12-21,47.4981
1983-12-22,38.1267
1983-12-23,29.3682
1983-12-24,24.0881
1983-12-25,19.6092
1983-12-26,15.5789
1983-12-27,12.3338
1983-12-28,8.8213
1983-12-29,6.3174
1983-12-30,4.6235
1983-12-31,3.8396
1984-01-01,3.3416
1984-01-02,3.08
1984-01-03,2.7014
1984-01-04,2.3156
1984-01-05,2.3387
1984-01-06,3.3962
1984-01-07,5.5377
1984-01-08,6.0189
1984-01-09,27.8612
1984-01-10,35.8854
1984-01-11,31.5071
1984-01-12,27.7491
1984-01-13,42.4438
1984-01-14,546.9475
1984-01-15,857.1402
1984-01-16,1045.4189
1984-01-17,1787.7175
1984-01-18,1143.5539
1984-01-19,931.1942
1984-01-20,911.7941
1984-01-21,741.1724
1984-01-22,675.3154
1984-01-23,578.0832
1984-01-24,513.6612
1984-01-25,340.1607
1984-01-26,229.6992
1984-01-27,179.4785
1984-01-28,157.6829
1984-01-29,129.4429
1984-01-30,108.2695
1984-01-31,123.0399
1984-02-01,2311.797
1984-02-02,2769.5408
1984-02-03,2330.3093
1984-02-04,1515.9129
1984-02-05,1267.7215
1984-02-06,1096.0445
1984-02-07,999.2734
1984-02-08,847.5541
1984-02-09,673.1555
1984-02-10,464.9003
1984-02-11,336.7788
1984-02-12,263.5368
1984-02-13,869.6227
1984-02-14,1064.8362
1984-02-15,740.7086
1984-02-16,615.3662
1984-02-17,1693.5177
1984-02-18,2100.7247
1984-02-19,1854.8998
1984-02-20,2481.7934
1984-02-21,3510.2269
1984-02-22,2963.0309
1984-02-23,1714.2911
1984-02-24,1200.2615
1984-02-25,917.2642
1984-02-26,685.3538
1984-02-27,515.9281
1984-02-28,404.3083
1984-02-29,322.7556
1984-03-01,269.2725
1984-03-02,243.6732
1984-03-03,224.9695
1984-03-04,365.2903
1984-03-05,612.0085
1984-03-06,734.0706
1984-03-07,625.2264
1984-03-08,418.4742
1984-03-09,332.7189
1984-03-10,311.9547
1984-03-11,236.7289
1984-03-12,187.6133
1984-03-13,155.6195
1984-03-14,150.0623
1984-03-15,119.8608
1984-03-16,100.431
1984-03-17,93.938
1984-03-18,85.7627
1984-03-19,92.175
1984-03-20,88.1604
1984-03-21,70.2792
1984-03-22,58.4562
1984-03-23,55.3548
1984-03-24,60.8289
1984-03-25,65.5876
1984-03-26,65.3892
1984-03-27,59.4696
1984-03-28,53.4526
1984-03-29,47.6933
1984-03-30,41.7335
1984-03-31,36.8772
1984-04-01,32.2775
1984-04-02,29.3172
1984-04-03,27.2891
1984-04-04,25.8442
1984-04-05,24.6077
1984-04-06,23.8803
1984-04-07,23.3227
1984-04-08,23.1648
1984-04-09,22.6947
1984-04-10,22.6166
1984-04-11,22.6166
1984-04-12,22.5602
1984-04-13,22.2383
1984-04-14,22.1397
1984-04-15,21.0769
1984-04-16,20.1793
1984-04-17,19.3091
1984-04-18,18.4657
1984-04-19,17.5488
1984-04-20,16.1854
1984-04-21,15.3494
1984-04-22,14.633
1984-04-23,13.9405
1984-04-24,13.2716
1984-04-25,12.6257
1984-04-26,12.0024
1984-04-27,11.473
1984-04-28,11.3985
1984-04-29,11.3315
1984-04-30,10.9328
1984-05-01,10.8016
1984-05-02,10.4134
1984-05-03,10.2862
1984-05-04,9.9108
1984-05-05,9.7878
1984-05-06,9.4249
1984-05-07,9.365
1984-05-08,9.365
1984-05-09,9.365
1984-05-10,9.3061
1984-05-11,8.9556
1984-05-12,8.8977
1984-05-13,8.8408
1984-05-14,8.5025
1984-05-15,8.392
1984-05-16,8.0675
1984-05-17,8.0139
1984-05-18,8.0139
1984-05-19,8.0139
1984-05-20,8.0139
1984-05-21,7.9609
1984-05-22,7.6461
1984-05-23,7.5941
1984-05-24,7.5941
1984-05-25,7.543
1984-05-26,7.2396
1984-05-27,7.1895
1984-05-28,7.1895
1984-05-29,7.1895
1984-05-30,7.1404
1984-05-31,6.8481
1984-06-01,6.7998
1984-06-02,6.7034
1984-06-03,6.1391
1984-06-04,6.0474
1984-06-05,5.9601
1984-06-06,5.4496
1984-06-07,5.3666
1984-06-08,5.3666
1984-06-09,5.3666
1984-06-10,5.3666
1984-06-11,5.2883
1984-06-12,4.8299
1984-06-13,4.7555
1984-06-14,4.7555
1984-06-15,4.7555
1984-06-16,4.8299
1984-06-17,5.3712
1984-06-18,5.8729
1984-06-19,5.5325
1984-06-20,5.9601
1984-06-21,6.0474
1984-06-22,6.2355
1984-06-23,7.1932
1984-06-24,7.9089
1984-06-25,8.1224
1984-06-26,8.8432
1984-06-27,9.2471
1984-06-28,8.9556
1984-06-29,8.8408
1984-06-30,8.4479
1984-07-01,8.1211
1984-07-02,8.392
1984-07-03,8.392
1984-07-04,8.0675
1984-07-05,8.0139
1984-07-06,8.0139
1984-07-07,8.1224
1984-07-08,8.8432
1984-07-09,9.3061
1984-07-10,9.4859
1984-07-11,10.2241
1984-07-12,10.3493
1984-07-13,10.4134
1984-07-14,10.8016
1984-07-15,10.8016
1984-07-16,10.5424
1984-07-17,11.2652
1984-07-18,11.3985
1984-07-19,11.473
1984-07-20,11.8483
1984-07-21,11.473
1984-07-22,11.473
1984-07-23,11.9242
1984-07-24,12.0001
1984-07-25,14.426
1984-07-26,16.6767
1984-07-27,20.1791
1984-07-28,20.2899
1984-07-29,20.9598
1984-07-30,21.5208
1984-07-31,23.7941
1984-08-01,22.5518
1984-08-02,32.3533
1984-08-03,44.689
1984-08-04,50.1511
1984-08-05,82.9435
1984-08-06,110.7528
1984-08-07,120.9461
1984-08-08,106.3049
1984-08-09,95.3437
1984-08-10,92.2831
1984-08-11,93.6875
1984-08-12,97.2504
1984-08-13,101.6494
1984-08-14,108.7179
1984-08-15,112.8829
1984-08-16,112.6233
1984-08-17,106.1934
1984-08-18,91.9873
1984-08-19,70.1047
1984-08-20,54.3629
1984-08-21,42.7395
1984-08-22,32.6648
1984-08-23,27.7404
1984-08-24,23.3829
1984-08-25,19.449
1984-08-26,16.1127
1984-08-27,13.2934
1984-08-28,10.9582
1984-08-29,9.4311
1984-08-30,8.5593
1984-08-31,8.4466
1984-09-01,8.4466
1984-09-02,8.3917
1984-09-03,8.0139
1984-09-04,7.5947
1984-09-05,7.1908
1984-09-06,6.848
1984-09-07,6.7998
1984-09-08,6.7998
1984-09-09,6.7998
1984-09-10,6.7998
1984-09-11,6.8498
1984-09-12,7.4722
1984-09-13,7.543
1984-09-14,7.2396
1984-09-15,7.1404
1984-09-16,6.66
1984-09-17,5.3836
1984-09-18,4.27
1984-09-19,3.6341
1984-09-20,2.9799
1984-09-21,2.582
1984-09-22,2.4382
1984-09-23,1.9099
1984-09-24,1.8077
1984-09-25,1.6761
1984-09-26,1.534
1984-09-27,1.4165
1984-09-28,1.4001
1984-09-29,1.3835
1984-09-30,1.2856
1984-10-01,1.2542
1984-10-02,1.1631
1984-10-03,1.1339
1984-10-04,1.0496
1984-10-05,1.0358
1984-10-06,1.0496
1984-10-07,1.1488
1984-10-08,1.2542
1984-10-09,1.2696
1984-10-10,1.2542
1984-10-11,1.1631
1984-10-12,1.1482
1984-10-13,1.1482
1984-10-14,1.1482
1984-10-15,1.1339
1984-10-16,1.0367
1984-10-17,0.9323
1984-10-18,0.8358
1984-10-19,0.7677
1984-10-20,0.8234
1984-10-21,0.8348
1984-10-22,0.8466
1984-10-23,0.919
1984-10-24,0.8974
1984-10-25,0.568
1984-10-26,4.5381
1984-10-27,10.3791
1984-10-28,11.3315
1984-10-29,10.5102
1984-10-30,7.7903
1984-10-31,7.699
1984-11-01,6.965
1984-11-02,6.0474
1984-11-03,5.9601
1984-11-04,5.3712
1984-11-05,4.6221
1984-11-06,3.6904
1984-11-07,173.8856
1984-11-08,134.0513
1984-11-09,97.6368
1984-11-10,66.5148
1984-11-11,43.7188
1984-11-12,25.6638
1984-11-13,15.25
1984-11-14,12.6353
1984-11-15,11.4567
1984-11-16,12.1502
1984-11-17,9.7782
1984-11-18,7.9514
1984-11-19,6.8829
1984-11-20,6.4898
1984-11-21,5.366
1984-11-22,4.8744
1984-11-23,4.2185
1984-11-24,3.6642
1984-11-25,3.2002
1984-11-26,3.1574
1984-11-27,3.5569
1984-11-28,17.0451
1984-11-29,18.4767
1984-11-30,19.2926
1984-12-01,14.3243
1984-12-02,10.5232
1984-12-03,7.5591
1984-12-04,5.2783
1984-12-05,3.2035
1984-12-06,1.9867
1984-12-07,1.2239
1984-12-08,0.8461
1984-12-09,0.8177
1984-12-10,1.1145
1984-12-11,51.8347
1984-12-12,41.5867
1984-12-13,232.4288
1984-12-14,165.119
1984-12-15,79.0654
1984-12-16,214.6826
1984-12-17,342.3302
1984-12-18,122.7862
1984-12-19,67.4561
1984-12-20,99.9606
1984-12-21,124.3226
1984-12-22,113.0804
1984-12-23,100.8323
1984-12-24,100.2636
1984-12-25,93.0435
1984-12-26,82.2549
1984-12-27,69.4015
1984-12-28,56.6236
1984-12-29,79.5199
1984-12-30,81.1432
1984-12-31,70.7107
1985-01-01,58.7271
1985-01-02,51.1958
1985-01-03,46.58
1985-01-04,43.5449
1985-01-05,40.0987
1985-01-06,36.9413
1985-01-07,34.5525
1985-01-08,30.7579
1985-01-09,24.936
1985-01-10,19.319
1985-01-11,14.5301
1985-01-12,11.4103
1985-01-13,9.1237
1985-01-14,6.83
1985-01-15,5.2904
1985-01-16,4.5287
1985-01-17,3.3944
1985-01-18,2.5942
1985-01-19,1.8911
1985-01-20,1.3733
1985-01-21,0.8724
1985-01-22,0.6463
1985-01-23,0.5582
1985-01-24,0.4711
1985-01-25,0.4346
1985-01-26,0.6116
1985-01-27,78.9028
1985-01-28,164.1404
1985-01-29,76.3195
1985-01-30,61.1619
1985-01-31,93.9164
1985-02-01,90.7072
1985-02-02,70.623
1985-02-03,52.236
1985-02-04,51.798
1985-02-05,47.0577
1985-02-06,38.5492
1985-02-07,29.9539
1985-02-08,25.169
1985-02-09,24.1125
1985-02-10,21.4353
1985-02-11,23.363
1985-02-12,30.7953
1985-02-13,30.3382
1985-02-14,26.5412
1985-02-15,20.9084
1985-02-16,19.751
1985-02-17,22.97
1985-02-18,21.1953
1985-02-19,18.5235
1985-02-20,16.6173
1985-02-21,16.7294
1985-02-22,15.7575
1985-02-23,12.0694
1985-02-24,9.1469
1985-02-25,13.0468
1985-02-26,30.8457
1985-02-27,333.7359
1985-02-28,256.7987
1985-03-01,196.8865
1985-03-02,187.1719
1985-03-03,206.6622
1985-03-04,180.8924
1985-03-05,169.8025
1985-03-06,153.6318
1985-03-07,186.1779
1985-03-08,163.8873
1985-03-09,135.6048
1985-03-10,185.771
1985-03-11,177.6072
1985-03-12,139.0241
1985-03-13,104.1444
1985-03-14,98.6737
1985-03-15,490.8412
1985-03-16,647.4778
1985-03-17,348.3091
1985-03-18,169.7725
1985-03-19,109.8031
1985-03-20,86.6457
1985-03-21,82.9866
1985-03-22,92.4472
1985-03-23,77.6869
1985-03-24,65.1755
1985-03-25,61.1726
1985-03-26,66.5383
1985-03-27,64.5538
1985-03-28,56.8472
1985-03-29,51.4848
1985-03-30,45.0864
1985-03-31,42.116
1985-04-01,39.9815
1985-04-02,38.7363
1985-04-03,37.6511
1985-04-04,36.5852
1985-04-05,35.6665
1985-04-06,35.842
1985-04-07,36.1932
1985-04-08,33.2323
1985-04-09,28.7525
1985-04-10,26.9132
1985-04-11,26.1893
1985-04-12,25.5555
1985-04-13,22.6507
1985-04-14,20.3673
1985-04-15,19.9412
1985-04-16,20.1104
1985-04-17,19.8851
1985-04-18,18.3435
1985-04-19,16.7791
1985-04-20,15.9831
1985-04-21,15.7935
1985-04-22,17.7997
1985-04-23,16.4658
1985-04-24,25.93
1985-04-25,62.2102
1985-04-26,59.3918
1985-04-27,41.6608
1985-04-28,31.4996
1985-04-29,29.673
1985-04-30,29.6843
1985-05-01,29.6843
1985-05-02,29.0939
1985-05-03,24.6903
1985-05-04,21.8891
1985-05-05,20.9319
1985-05-06,19.437
1985-05-07,19.1013
1985-05-08,18.3387
1985-05-09,17.3919
1985-05-10,16.2039
1985-05-11,18.2492
1985-05-12,24.308
1985-05-13,31.0317
1985-05-14,25.3256
1985-05-15,21.1889
1985-05-16,18.2514
1985-05-17,15.4186
1985-05-18,14.3909
1985-05-19,13.7714
1985-05-20,12.4819
1985-05-21,12.287
1985-05-22,15.2087
1985-05-23,14.3492
1985-05-24,13.0837
1985-05-25,12.394
1985-05-26,12.142
1985-05-27,11.0121
1985-05-28,9.9562
1985-05-29,9.81
1985-05-30,9.739
1985-05-31,9.387
1985-06-01,9.8852
1985-06-02,10.9315
1985-06-03,12.4752
1985-06-04,17.8225
1985-06-05,32.8656
1985-06-06,104.0199
1985-06-07,90.2892
1985-06-08,58.9171
1985-06-09,43.7214
1985-06-10,35.8364
1985-06-11,33.1708
1985-06-12,34.907
1985-06-13,66.6493
1985-06-14,128.0465
1985-06-15,138.6061
1985-06-16,110.7727
1985-06-17,83.6347
1985-06-18,66.3644
1985-06-19,57.4762
1985-06-20,47.1567
1985-06-21,42.4184
1985-06-22,36.2812
1985-06-23,27.1597
1985-06-24,20.4728
1985-06-25,17.9369
1985-06-26,17.2339
1985-06-27,15.3068
1985-06-28,13.6916
1985-06-29,11.9767
1985-06-30,10.9142
1985-07-01,10.1712
1985-07-02,8.645
1985-07-03,7.944
1985-07-04,7.4196
1985-07-05,6.9818
1985-07-06,6.9204
1985-07-07,10.6552
1985-07-08,16.4015
1985-07-09,16.4465
1985-07-10,16.9158
1985-07-11,35.9025
1985-07-12,42.3555
1985-07-13,39.5861
1985-07-14,34.3196
1985-07-15,31.6178
1985-07-16,27.9692
1985-07-17,24.5912
1985-07-18,21.6094
1985-07-19,19.406
1985-07-20,16.8458
1985-07-21,14.6237
1985-07-22,13.6862
1985-07-23,12.9763
1985-07-24,12.21
1985-07-25,11.0723
1985-07-26,10.33
1985-07-27,9.6884
1985-07-28,9.0778
1985-07-29,8.4971
1985-07-30,7.9452
1985-07-31,7.3581
1985-08-01,6.5105
1985-08-02,5.9541
1985-08-03,5.235
1985-08-04,4.8522
1985-08-05,4.7606
1985-08-06,4.4102
1985-08-07,3.8481
1985-08-08,3.524
1985-08-09,3.1473
1985-08-10,3.1189
1985-08-11,3.2875
1985-08-12,3.316
1985-08-13,3.2328
1985-08-14,2.7521
1985-08-15,2.675
1985-08-16,2.6506
1985-08-17,2.4608
1985-08-18,2.1713
1985-08-19,2.1494
1985-08-20,2.2784
1985-08-21,2.2784
1985-08-22,2.1287
1985-08-23,1.9852
1985-08-24,1.9652
1985-08-25,1.9456
1985-08-26,1.8302
1985-08-27,1.8113
1985-08-28,1.8113
1985-08-29,1.8113
1985-08-30,1.7751
1985-08-31,1.5642
1985-09-01,1.5122
1985-09-02,1.3866
1985-09-03,1.3113
1985-09-04,1.3866
1985-09-05,1.4018
1985-09-06,1.4018
1985-09-07,1.4018
1985-09-08,1.4018
1985-09-09,1.4018
1985-09-10,1.4018
1985-09-11,1.4176
1985-09-12,1.5306
1985-09-13,1.6493
1985-09-14,1.6667
1985-09-15,1.6667
1985-09-16,1.6667
1985-09-17,1.6667
1985-09-18,1.6667
1985-09-19,1.6667
1985-09-20,1.6493
1985-09-21,1.5469
1985-09-22,1.5301
1985-09-23,1.5301
1985-09-24,1.5138
1985-09-25,1.4176
1985-09-26,1.3866
1985-09-27,1.2965
1985-09-28,1.2674
1985-09-29,1.1828
1985-09-30,1.169
1985-10-01,1.1456
1985-10-02,1.0001
1985-10-03,0.965
1985-10-04,0.965
1985-10-05,0.9421
1985-10-06,0.7979
1985-10-07,0.7285
1985-10-08,0.2974
1985-10-09,0.1402
1985-10-10,0.1108
1985-10-11,0.1082
1985-10-12,0.1941
1985-10-13,0.2412
1985-10-14,0.7454
1985-10-15,1.1206
1985-10-16,1.3718
1985-10-17,1.2335
1985-10-18,1.2854
1985-10-19,0.6883
1985-10-20,0.6261
1985-10-21,0.9376
1985-10-22,128.0192
1985-10-23,211.7397
1985-10-24,681.5948
1985-10-25,741.8667
1985-10-26,440.7093
1985-10-27,328.3742
1985-10-28,234.5943
1985-10-29,183.8132
1985-10-30,144.4113
1985-10-31,121.8342
1985-11-01,106.5962
1985-11-02,98.1554
1985-11-03,77.8861
1985-11-04,61.6955
1985-11-05,45.2755
1985-11-06,34.6036
1985-11-07,26.3241
1985-11-08,21.5035
1985-11-09,17.8263
1985-11-10,15.3068
1985-11-11,13.8693
1985-11-12,14.0185
1985-11-13,16.0779
1985-11-14,13.7084
1985-11-15,10.8761
1985-11-16,9.0241
1985-11-17,7.1759
1985-11-18,19.8033
1985-11-19,55.8462
1985-11-20,42.8379
1985-11-21,51.4036
1985-11-22,72.1094
1985-11-23,90.724
1985-11-24,100.7403
1985-11-25,115.5509
1985-11-26,458.3956
1985-11-27,564.4975
1985-11-28,548.942
1985-11-29,269.2783
1985-11-30,190.2361
1985-12-01,220.1159
1985-12-02,183.582
1985-12-03,155.1138
1985-12-04,140.2037
1985-12-05,152.2182
1985-12-06,178.0121
1985-12-07,179.2962
1985-12-08,174.0366
1985-12-09,124.1713
1985-12-10,105.1753
1985-12-11,172.9915
1985-12-12,329.666
1985-12-13,251.2587
1985-12-14,193.4532
1985-12-15,206.9328
1985-12-16,157.8119
1985-12-17,108.907
1985-12-18,91.7749
1985-12-19,83.7257
1985-12-20,98.8608
1985-12-21,102.3509
1985-12-22,71.337
1985-12-23,51.8297
1985-12-24,43.1441
1985-12-25,45.4015
1985-12-26,72.9918
1985-12-27,128.6932
1985-12-28,66.6583
1985-12-29,55.5321
1985-12-30,65.9846
1985-12-31,76.2951
1986-01-01,72.4335
1986-01-02,103.1245
1986-01-03,177.2881
1986-01-04,268.8359
1986-01-05,155.4569
1986-01-06,126.3871
1986-01-07,90.1075
1986-01-08,86.1231
1986-01-09,150.1344
1986-01-10,121.501
